credit_policy,purpose,interest_rate,installment,annnual_income,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,home_improvement,0.1496,346.45,33996,17.08,672,1800,3918,38.2,1,0,0,0
1,major_purchase,0.1426,171.53,66920.16,12.48,687,7410,24905,95.5,3,0,0,0
1,all_other,0.1114,246.03,178008,11.33,727,5429.96,32706,81.6,1,0,0,0
1,debt_consolidation,0.1253,267.74,30000,9.8,702,2670,5934,39.8,1,1,0,0
1,all_other,0.0774,109.27,31200,5.73,767,2220,1092,9.9,0,0,0,0
1,educational,0.0859,110.64,32500,7.83,737,2160,1092,9.9,0,0,0,0
1,small_business,0.2017,186.26,50000,6,672,5009.96,9814,59.5,1,0,1,1
1,debt_consolidation,0.1357,339.69,46585,21.17,702,4229.96,9114,57,0,0,0,0
1,credit_card,0.0859,126.45,45000,4.72,762,3073,7347,26.7,1,0,0,0
1,all_other,0.1218,159.84,64744,12.07,697,5759.96,21028,84.8,1,0,0,0
1,all_other,0.1183,298.21,57996,0.48,717,2910,0,0,1,0,0,0
1,credit_card,0.0705,92.7,38000,16.8,772,3270,4088,15,2,0,0,0
1,debt_consolidation,0.1148,659.37,277104,0.22,777,5669.96,1003,3.3,2,0,0,0
1,debt_consolidation,0.1426,274.45,30000,14.16,677,3089.96,1338,27.9,0,0,0,0
1,debt_consolidation,0.0894,349.49,59000,16.7,802,4679.96,667,3.6,3,0,0,0
1,debt_consolidation,0.1287,571.77,101004,17.22,712,7979.96,26949,52,0,0,0,0
1,credit_card,0.1426,96.06,25000,18.29,667,4589.96,12995,31.6,0,1,0,0
1,debt_consolidation,0.0774,156.1,78300,9.27,747,3119.96,13899,36,1,0,0,0
1,all_other,0.1392,273.1,86004,22.55,677,2940,2149,36.4,2,0,0,0
1,debt_consolidation,0.1148,422,56004,13.33,722,6240,3230,26.4,0,0,0,0
1,all_other,0.1218,149.85,74000,1.49,707,3780,2698,33.3,2,1,0,0
1,small_business,0.1704,85.62,77004,7.46,667,4319.96,575,16,2,0,0,0
1,credit_card,0.1357,441.6,112000,15.01,702,4170,46306,56.6,1,0,0,0
1,debt_consolidation,0.1531,313.34,44000,6.14,662,6960,5776,77,1,0,0,1
1,credit_card,0.1148,633,61000,17.35,762,8820,5331,9.1,2,0,0,0
1,debt_consolidation,0.1218,666,75000,18.45,732,4259.96,29074,46.2,0,0,0,0
1,credit_card,0.1287,420.42,54996,17.61,702,2039.96,13441,49.4,2,0,0,0
1,all_other,0.1183,493.7,55000,9.51,742,1590,1691,16.5,1,0,0,0
1,debt_consolidation,0.0894,349.49,52704,8.95,742,9329.96,25212,46.6,1,0,0,0
1,major_purchase,0.1253,83.67,69996,10.68,702,5820,4403,88.1,0,0,0,0
1,credit_card,0.1287,201.8,29004,10.51,707,4289.96,1980,46,0,1,0,0
1,credit_card,0.1461,861.88,120000,20.52,707,5580,78468,84.3,2,0,0,1
1,debt_consolidation,0.1114,656.07,110000,21.69,772,9990,67969,40.5,2,0,0,0
1,debt_consolidation,0.1392,204.83,62000,14.05,677,3479.96,5810,85.4,1,0,0,0
1,credit_card,0.0894,397.15,55000,17.15,757,6330,24452,66.4,0,0,0,0
1,credit_card,0.0894,381.26,57000,18.99,752,2849.96,25577,30.8,1,0,0,0
1,small_business,0.1982,229.86,19200,0,667,1440,0,0,0,0,1,1
1,debt_consolidation,0.1357,339.69,60000,7.3,702,5399.96,6749,91.2,0,0,0,0
1,debt_consolidation,0.1774,720.42,73400,14.06,702,4229.96,55912,68.1,2,0,0,1
1,home_improvement,0.1183,662.68,80000,12.95,742,8431,20586,37.5,0,0,0,0
1,credit_card,0.0894,349.49,50000,23.18,732,3630,11557,46.2,1,0,0,0
1,debt_consolidation,0.1704,642.14,86000,6.81,677,7499.96,4418,96,0,0,0,0
1,all_other,0.0894,556.01,130000,9.81,777,5070,8651,13.6,1,0,0,0
1,debt_consolidation,0.1357,397.44,55600,22.66,687,5580,16677,45.9,1,0,0,0
1,debt_consolidation,0.1426,171.53,55640.62,8.17,667,4289.96,9685,43.2,1,0,0,0
1,small_business,0.1461,206.86,38652,12.76,767,5610,4031,39.1,5,0,0,1
1,debt_consolidation,0.1253,167.34,39600,2.97,692,2729.96,3869,26.1,0,0,0,0
1,debt_consolidation,0.1148,494.53,40000,10.32,737,6630,14274,24.6,0,0,0,0
1,credit_card,0.1426,686.12,70000,13.68,687,4860,27561,80.8,1,0,0,0
1,debt_consolidation,0.1183,662.68,80000,9.11,742,3660,28091,50.6,0,0,0,0
1,debt_consolidation,0.1148,263.75,36000,2.9,727,1800,2980,31.7,1,0,0,0
1,debt_consolidation,0.1114,98.42,27000,17.29,717,2550,4502,40.9,2,0,0,0
1,debt_consolidation,0.1183,482.1,45000,14.56,717,2280,25729,52.4,0,0,0,0
1,credit_card,0.1287,201.8,52000,6.3,682,10320,9339,33.2,2,1,0,0
1,debt_consolidation,0.1148,494.53,75000,10.1,742,5520,73366,61.7,1,0,0,0
1,debt_consolidation,0.1635,529.94,70000,16.66,662,4619.96,29319,61.5,0,0,0,0
1,debt_consolidation,0.1218,566.1,63504,15.8,717,6240,21441,80.6,1,0,0,1
1,home_improvement,0.1565,279.89,60000,16.72,717,2550,16951,99.7,0,0,0,0
1,debt_consolidation,0.1322,381.95,41892,19.05,707,5009.96,32720,94.6,1,0,0,0
1,credit_card,0.1218,499.5,49000,16.97,722,4200.96,11530,49.1,0,0,0,0
1,debt_consolidation,0.1253,334.67,40000,20.46,702,2520,7722,66.1,0,0,0,1
1,debt_consolidation,0.1183,629.55,200004,10.93,742,7020,79062,50.8,0,0,0,0
1,debt_consolidation,0.1392,546.2,77004,15.83,687,2099.96,17923,59.7,0,0,0,0
1,educational,0.1218,183.15,97000,14.75,697,8249.96,36428,70.7,0,0,0,0
1,credit_card,0.1635,176.65,37992,5.18,672,1379.96,5403,63.6,1,0,0,0
1,debt_consolidation,0.1426,308.76,45000,22.91,682,3450,23703,83.8,0,0,0,0
1,credit_card,0.1114,328.04,45000,22.13,732,3720,12253,18.9,2,1,0,0
1,debt_consolidation,0.1357,215.7,18000,21.53,727,2880,7727,95.4,0,0,0,0
1,small_business,0.1461,344.76,165000,17.43,732,4350,114393,46.6,2,0,0,0
1,all_other,0.0894,254.18,115000,2.7,762,6900,5914,15.9,4,0,0,0
1,all_other,0.0774,218.54,79000,3.17,782,4590.96,482,1.6,2,0,0,0
1,home_improvement,0.0774,187.32,80500,15.69,752,3630,6207,41.4,3,0,0,0
1,home_improvement,0.1183,265.08,75996,8.98,732,3720,905,12,0,0,2,0
1,debt_consolidation,0.1183,298.21,52000,20.49,712,4619.96,23750,47.7,1,0,0,0
1,educational,0.1148,461.56,109000,21.29,727,5250,15812,50,1,0,0,1
1,credit_card,0.1322,202.81,59363,14.47,682,4289.96,6891,59.8,0,0,0,0
1,home_improvement,0.1357,339.69,122000,8.38,682,5160,865,72.1,3,0,0,0
1,all_other,0.1531,174.08,47496,3.79,672,3030,2029,20.3,3,0,0,1
1,major_purchase,0.1218,59.94,76992,5.3,692,5729.96,1836,34.6,1,1,0,0
1,all_other,0.0774,156.1,100000,10.24,752,5729.96,15509,25.7,1,0,0,0
1,home_improvement,0.0894,571.89,80000,5.37,777,6990,17915,17,3,0,0,1
1,debt_consolidation,0.1218,166.5,53500,10.5,692,6119.96,4819,55.3,0,0,0,0
1,debt_consolidation,0.1426,462.27,35000,22.11,687,3330,18522,93.1,0,0,0,1
1,debt_consolidation,0.1357,467.07,160000,9.43,692,5820,105576,68.6,0,0,1,0
1,debt_consolidation,0.1287,311.11,27456,18.97,687,2550,9666,83.3,0,0,0,0
1,all_other,0.1322,236.61,28000,15.09,687,3929.96,2896,10.3,0,0,0,0
1,debt_consolidation,0.1322,507.01,51996,1.96,717,1409.96,2425,29.2,0,0,0,0
1,credit_card,0.0894,349.49,135000,13.79,762,9299.96,2308,33,3,0,0,0
1,debt_consolidation,0.1253,669.33,89800,18.72,712,2910,55770,62,0,0,0,0
1,debt_consolidation,0.1114,492.06,75000,8.05,767,5759.96,5404,5.2,0,0,0,0
1,debt_consolidation,0.1287,210.21,50004,21.84,692,4349.96,28565,70,1,0,0,0
1,educational,0.1218,511.16,54288,15.47,742,4619.96,15713,27.9,5,0,0,1
1,debt_consolidation,0.1287,504.5,87000,13.38,707,5667.04,14045,29.4,1,0,0,1
1,all_other,0.074,105.61,40000,15.03,757,5610,12361,43.7,0,0,0,0
1,debt_consolidation,0.1565,489.81,50000,6,662,3270,1221,12.2,3,0,0,0
1,all_other,0.1809,289.57,44760,13.81,677,4949.96,8704,16.1,2,2,0,0
1,major_purchase,0.0774,124.88,69360,10.83,762,3209.96,2976,38.6,0,0,0,0
1,debt_consolidation,0.1148,522.55,36000,22.47,737,4020,19796,30.1,1,0,0,0
1,major_purchase,0.074,77.65,186000,4.06,757,10320,14063,50.2,1,0,0,0
1,debt_consolidation,0.0894,476.58,113004,6.24,792,7800,19367,9.1,0,0,0,0
1,home_improvement,0.1392,204.83,96000,7,682,6509.96,4417,78.9,0,0,0,0
1,debt_consolidation,0.1114,328.04,30000,12.92,727,4470,14257,29.5,0,0,0,1
1,educational,0.0774,156.1,63000,0.38,782,2286,1137,4.3,1,0,0,0
1,credit_card,0.1392,682.74,69000,14.99,742,8279.96,13631,80.7,7,0,0,1
1,all_other,0.1357,101.91,40000,22.98,672,4500,17590,80.7,1,0,1,0
1,debt_consolidation,0.1253,669.33,85000,24.56,717,4830,21621,60.1,1,0,0,1
1,debt_consolidation,0.1218,172.33,15000,13.12,707,1530,6947,53.4,0,0,0,1
1,debt_consolidation,0.1114,524.86,77000,5.84,757,13379.96,20015,34.9,0,0,0,0
1,small_business,0.1635,706.59,59000,2.87,762,2580,11341,32.2,1,0,0,0
1,educational,0.1218,64.11,30000,8.36,712,1349.96,277,46.2,2,0,0,0
1,all_other,0.1287,117.72,37000,9.79,682,2220,9868,73.1,3,0,0,0
1,all_other,0.1287,134.54,18000,13.8,692,3210,9794,75.9,0,0,0,1
1,debt_consolidation,0.1218,599.4,110000,8.23,722,5429.96,15533,79.3,1,0,0,0
1,all_other,0.0859,316.11,52000,14.35,752,7051,16375,28,1,0,0,0
1,credit_card,0.1183,662.68,172500,13.22,747,4350,10767,50.3,0,0,0,0
1,home_improvement,0.1148,395.63,50000,12.41,757,2460.96,2071,23,4,0,0,0
1,all_other,0.1947,737.94,150000,0.98,667,6419.96,29518,97.4,0,0,0,0
1,home_improvement,0.1253,267.74,48000,4.97,772,4383,2958,7.6,7,0,0,0
1,credit_card,0.1148,494.53,72500,23.9,737,4860,38876,59.6,2,0,0,1
1,credit_card,0.0859,177.02,39000,8.34,737,2700,2639,24,1,0,0,0
1,debt_consolidation,0.1426,548.9,45000,14.67,682,3959.96,9092,23.2,0,0,0,1
1,debt_consolidation,0.1183,497.01,64500,11,732,2879.96,8318,50.7,1,0,0,0
1,debt_consolidation,0.1426,111.5,50000,19.2,667,4264.96,9625,49.1,2,0,0,0
1,debt_consolidation,0.0859,316.11,60000,3.78,767,3390,3252,13.7,0,0,0,0
1,debt_consolidation,0.1218,116.55,119500,13.42,692,8880,25873,63.9,2,0,1,0
1,debt_consolidation,0.1218,93.24,95000,16.96,697,8130,40868,86.6,3,0,0,1
1,credit_card,0.1218,549.45,75000,16.06,717,5039.96,43373,66.9,0,0,0,0
1,debt_consolidation,0.1218,499.5,50000,21.24,722,3300,7322,31.8,0,0,0,1
1,educational,0.1183,410.87,154000,17.38,717,7169.96,452,8.4,1,0,0,0
1,all_other,0.1148,69.24,45000,18.24,717,1830,6554,55.1,2,0,0,0
1,all_other,0.1218,366.3,120000,9.38,707,11460,9772,41.8,1,0,0,0
1,credit_card,0.0859,202.31,45900,15.24,747,8400,13010,36.8,0,0,0,0
1,major_purchase,0.1148,659.37,37584,10.19,767,3959.96,5110,36.5,0,0,0,0
1,credit_card,0.0859,271.85,95000,16.16,752,4050,30330,30.9,2,0,0,0
1,small_business,0.1774,720.42,76368,7.04,702,5100,11829,74.4,3,0,1,0
1,debt_consolidation,0.1357,679.37,90000,5.13,707,3929.96,17470,25.1,0,1,0,0
1,all_other,0.0894,190.63,60000,1.16,732,5309.96,2731,9.2,0,0,1,0
1,debt_consolidation,0.1287,815.61,210000,8.13,722,8130,30159,63.6,1,1,0,0
1,all_other,0.1287,151.35,140004,18.99,682,3959.96,778,33.8,0,4,0,0
1,debt_consolidation,0.1148,576.95,66000,11.71,737,3780,18277,50.8,1,0,0,0
1,small_business,0.1496,710.23,90000,16.12,752,10290,5090,7.1,0,0,0,0
1,small_business,0.1357,161.36,25000,5.09,787,4800,44834,0,0,0,0,0
1,debt_consolidation,0.1704,292.53,72000,15.87,682,8579.96,13641,98.8,2,0,1,0
1,debt_consolidation,0.1148,560.47,96000,23.18,742,5280,11265,24.3,0,0,0,0
1,small_business,0.1565,874.66,101000,9.01,737,5039.96,52307,62.6,3,0,0,1
1,debt_consolidation,0.1392,273.1,74000,4.2,677,5369.96,9172,66,1,0,1,0
1,debt_consolidation,0.167,464.19,57200,19.89,682,2910,3368,99.1,0,0,0,0
1,credit_card,0.1114,196.83,140300,17.3,717,5220,61431,74.1,2,0,0,0
1,all_other,0.1287,269.07,43000,15.04,702,9720.96,4616,41.6,1,1,0,0
1,debt_consolidation,0.1183,497.01,63223.32,15.87,732,8460,26127,44.8,1,0,0,1
1,debt_consolidation,0.1357,441.6,39689,24.04,702,8850,20688,91.5,0,0,0,1
1,all_other,0.1148,395.63,23004,0,777,7050,0,0,4,0,0,0
1,all_other,0.16,98.45,33396,14.77,662,1319.96,339,12.1,2,0,0,1
1,debt_consolidation,0.1287,235.44,65004,9.12,687,2250,7361,72.2,0,0,0,0
1,debt_consolidation,0.1253,234.27,55000,21.23,697,5399.96,28606,84.1,0,0,0,0
1,debt_consolidation,0.1218,372.96,36000,11.1,707,6449.96,17715,79,0,0,0,0
1,home_improvement,0.0859,379.33,130000,6.61,772,5820,11867,21.4,3,0,0,0
1,debt_consolidation,0.1183,497.01,182496,9.26,732,5700.96,75854,46.2,1,1,0,1
1,debt_consolidation,0.0894,317.72,75000,12.64,737,5280,36161,46.4,1,0,0,0
1,major_purchase,0.1218,149.85,84000,0.07,707,3660,5,0.1,0,0,0,0
1,debt_consolidation,0.1426,343.06,52500,13.49,687,5640,7573,48.5,2,0,0,1
1,debt_consolidation,0.1114,426.45,59000,18.63,742,5520,25195,24.2,0,0,0,0
1,credit_card,0.1287,807.2,300000,0.54,777,4319.96,5068,46.1,1,0,0,0
1,debt_consolidation,0.1565,874.66,160000,16.79,687,2520,30459,67.8,1,0,0,0
1,debt_consolidation,0.1496,346.45,165000,10.33,722,4770,27495,98.2,0,0,0,0
1,debt_consolidation,0.1114,557.66,76000,6.65,762,6839.96,6542,32.7,1,0,0,1
1,debt_consolidation,0.0894,158.86,24000,19.2,727,1950,5089,56.5,0,0,0,0
1,debt_consolidation,0.1461,172.38,60000,20.92,712,5674.96,3179,20.6,1,0,0,0
1,all_other,0.0774,185.76,45000,11.39,792,4410,711,2.5,1,0,0,0
1,all_other,0.0774,56.2,27204,1.46,787,5490,2701,3.2,4,0,0,0
1,debt_consolidation,0.1183,614.64,43000,5.86,732,4649.96,10133,25.6,2,0,0,0
1,debt_consolidation,0.1774,432.26,65000,24.13,677,5100,19714,97.6,0,0,0,0
1,credit_card,0.0859,79.03,85000,23.53,732,7169.96,80572,71.4,0,0,0,0
1,debt_consolidation,0.1322,304.21,58000,16.9,677,4289.96,11274,72.5,3,0,0,0
1,all_other,0.1287,319.52,150000,2.5,697,5069.96,3267,12.1,0,0,0,0
1,credit_card,0.1114,57.41,22000,8.02,722,2190,1838,14.9,0,0,0,0
1,small_business,0.1843,305.51,33276,4.18,667,1800,3244,73.7,1,0,0,0
1,credit_card,0.1114,98.42,24000,8.7,722,1830,6941,39.2,0,0,0,0
1,debt_consolidation,0.1531,870.39,60000,22.38,697,4289.96,42430,81.8,0,0,0,0
1,all_other,0.1496,554.32,60000,21.54,677,12480,36095,65.9,1,1,0,0
1,debt_consolidation,0.1218,832.5,102489.4,7.49,737,7499.96,67492,55.7,0,0,0,0
1,all_other,0.1357,169.85,27396,21.42,677,1890,8817,76,1,0,0,0
1,credit_card,0.0774,93.66,77270.8,7.33,742,10230,37721,64.6,0,0,0,0
1,debt_consolidation,0.1357,95.12,66120,11.16,672,5729.96,26343,83.4,1,0,0,0
1,small_business,0.1496,866.13,75000,6.3,792,7020,3793,14.3,2,0,0,0
1,credit_card,0.0894,508.35,75996,6.79,772,5009.96,7254,15.4,1,0,0,0
1,credit_card,0.16,878.94,80004,17.83,682,5160,17426,52.2,2,0,0,0
1,all_other,0.1218,166.5,33996,2.22,697,2519.96,2070,60.9,3,0,0,0
1,debt_consolidation,0.0859,410.94,46800,2.87,782,6630,6049,19.1,0,0,0,0
1,credit_card,0.1183,457.25,55000,20.86,717,4470,21981,59.6,1,0,0,0
1,debt_consolidation,0.1253,284.47,60996,16.11,697,2459.96,9836,69.8,1,0,0,0
1,debt_consolidation,0.1461,827.41,136000,21.94,697,4440,124784,73.2,0,0,0,0
1,all_other,0.074,139.77,89016,6.77,787,5820,6986,12.3,0,0,0,0
1,home_improvement,0.1218,499.5,81000,13.1,767,4290.96,7135,8.3,1,0,0,0
1,major_purchase,0.0774,218.54,105000,7.27,767,10439.96,7283,7.6,0,0,0,0
1,debt_consolidation,0.0774,280.97,55000,9.93,777,6240,3940,8.9,1,0,0,0
1,all_other,0.074,217.42,46000,23.87,772,2912,1095,5.2,2,0,0,0
1,home_improvement,0.1183,516.89,75000,17.26,732,5880,256,1.7,0,0,1,0
1,all_other,0.1426,205.84,40500,20.83,697,1260,12,1.5,2,0,0,0
1,all_other,0.1426,144.09,24996,5.14,687,3420,0,0,3,2,0,0
1,debt_consolidation,0.1635,883.23,144996,14.32,682,4619.96,30427,86.9,1,0,0,0
1,debt_consolidation,0.167,887.54,150000,24.77,677,8670.96,56883,93.3,1,1,0,0
1,credit_card,0.1218,333,72000,13.82,712,5669.96,36014,66.1,3,0,0,0
1,credit_card,0.1357,339.69,45000,8.75,682,6360,24223,72.7,0,0,0,0
1,debt_consolidation,0.16,878.94,97000,15.06,697,6149.96,62551,90.1,0,0,0,0
1,all_other,0.1531,835.57,125000,11.71,682,5910,36598,74.4,0,0,0,1
1,all_other,0.0774,187.32,75000,22.9,752,8999.96,63299,64.9,2,0,0,0
1,credit_card,0.16,492.21,46800,9.51,687,2040.04,14401,92.9,0,0,0,0
1,debt_consolidation,0.1148,131.88,46000,22.93,717,3690,0,0,0,0,0,0
1,debt_consolidation,0.16,421.89,125000,23.85,662,6089.96,61956,85.6,2,1,0,0
1,debt_consolidation,0.0894,317.72,37500,13.73,787,5039.96,417,3.2,2,0,0,0
1,debt_consolidation,0.16,189.85,50000,10.61,662,3119.96,1487,92.9,0,0,0,0
1,all_other,0.1392,682.74,84996,12.61,707,6419.96,197,0.5,2,0,0,0
1,all_other,0.1183,397.61,80000,18.9,732,3660,11061,46.1,1,0,0,1
1,debt_consolidation,0.1322,669.26,107000,17.05,707,3990,23075,67.3,0,0,0,1
1,small_business,0.1392,102.42,200000,5.35,727,5309.96,5415,12.8,1,1,1,0
1,debt_consolidation,0.0774,288.78,67000,8.17,777,5789.96,18147,16.7,1,0,0,1
1,credit_card,0.1253,317.93,60000,5.42,702,2129.96,13228,45.6,0,0,0,0
1,small_business,0.1531,278.53,55000,19.66,752,3239.96,39644,10.3,1,0,0,0
1,debt_consolidation,0.1392,307.24,30000,12.04,692,1444,7171,59.3,0,0,0,0
1,all_other,0.1253,568.93,75000,14.15,727,3179.96,4071,30.2,1,0,0,0
1,debt_consolidation,0.1461,629.18,42996,20.23,702,4440,28607,95,2,0,0,0
1,debt_consolidation,0.1496,55.44,60000,6.42,692,1860,4050,98.8,2,0,0,0
1,home_improvement,0.1183,497.01,36000,12.27,742,2879.96,0,0,2,0,0,0
1,all_other,0.1531,97.49,15000,6.8,667,1110,456,22.8,1,2,0,0
1,debt_consolidation,0.1426,154.38,40000,2.34,687,1560,1847,42,1,0,0,0
1,home_improvement,0.0894,95.32,54000,7.44,717,4380,9166,27,1,1,0,0
1,small_business,0.16,703.15,110000,18.13,717,10740,22784,82,0,0,0,1
1,all_other,0.1114,49.21,17496,20.37,712,2610,5013,68.7,0,0,0,1
1,home_improvement,0.1183,662.68,95000,4.24,747,6749.96,15773,48.2,2,0,0,1
1,debt_consolidation,0.1531,417.79,50004,5.59,667,1830,6804,74,1,0,0,0
1,debt_consolidation,0.1148,659.37,100000,11.02,752,3239.96,1492,6.1,3,0,0,0
1,debt_consolidation,0.1287,815.61,135000,8.08,717,3839.96,26361,73.2,1,0,0,1
1,credit_card,0.1913,201.97,144000,3.58,662,5130,0,74.4,1,0,0,0
1,debt_consolidation,0.1253,150.6,60000,1.12,687,7499.96,1916,43.5,0,0,1,1
1,debt_consolidation,0.1461,163.76,14000,10.71,677,1140,3798,50.6,2,0,0,0
1,all_other,0.0859,177.02,137004,12.15,737,6600,38084,81,3,0,0,1
1,all_other,0.1287,840.83,56000,9.96,717,4478,9880,72.1,0,0,0,0
1,debt_consolidation,0.1218,532.8,60000,16.4,712,6960,12295,38.5,0,0,0,0
1,debt_consolidation,0.1322,515.46,40000,22.41,697,5009.96,14876,56.1,1,0,0,1
1,debt_consolidation,0.1253,261.04,38000,16.42,717,1860,25608,65.9,0,0,0,0
1,all_other,0.1253,184.07,30000,16.2,687,3090,23509,54.8,0,0,0,0
1,debt_consolidation,0.1392,443.78,57996,19.24,682,4949.96,17599,28.3,3,2,0,0
1,all_other,0.1322,101.41,36000,22.43,677,5369.96,12905,81.2,1,0,1,0
1,debt_consolidation,0.1357,407.63,170000,5.51,712,8249.96,31895,66.6,3,0,0,0
1,debt_consolidation,0.1322,270.41,30000,11.76,682,2138.96,9036,82.9,0,0,0,0
1,credit_card,0.1357,190.23,70000,17.47,692,7831,48280,97.7,3,0,0,0
1,credit_card,0.0751,186.66,122000,1.46,747,4569.04,10817,49.6,1,0,0,0
1,all_other,0.1531,191.49,43000,0.28,677,3390,68,2.5,0,0,0,0
1,debt_consolidation,0.1183,662.68,67000,11.95,742,6030,19086,67.4,1,0,0,0
1,credit_card,0.1183,596.41,128000,12.92,742,6809.96,12204,64.6,4,0,0,0
1,all_other,0.0894,476.58,102000,6.21,772,4110,4054,6,2,0,0,0
1,credit_card,0.074,65.23,113000,13.19,747,4229.96,19548,37.2,0,0,0,0
1,debt_consolidation,0.1253,301.2,145000,9.76,722,5399.96,110441,96.6,0,0,0,1
1,small_business,0.16,281.26,90000,6.03,702,6690,362,36.2,1,0,0,0
1,home_improvement,0.0894,508.35,120000,7.85,772,8760,92944,20.6,0,0,0,0
1,credit_card,0.1218,399.6,40000,19.86,707,3509.96,9777,72.4,2,0,0,0
1,all_other,0.1531,261.12,37000,21.15,662,2910,722,60.2,2,0,0,1
1,debt_consolidation,0.1218,266.4,50000,8.54,702,2280,7690,65.6,0,0,0,0
1,major_purchase,0.0894,158.86,38000,18.54,727,4020,13862,74.5,0,0,0,0
1,debt_consolidation,0.1461,706.74,60000,23.86,687,8071,4503,35.7,1,3,0,0
1,debt_consolidation,0.1183,238.57,69996,23.33,707,5069.96,31485,64.4,3,0,0,0
1,major_purchase,0.0894,206.52,67275,12.49,777,3633,21760,63.2,0,0,0,0
1,debt_consolidation,0.1565,874.66,100000,14.02,692,4559.96,24594,64.3,0,0,0,0
1,all_other,0.074,77.65,32000,11.48,762,2910,1641,14.9,0,0,0,0
1,all_other,0.0894,222.41,45000,15.2,722,3631,5764,31.5,1,0,0,1
1,debt_consolidation,0.16,281.26,60000,6.78,672,4080,0,0,2,1,0,0
1,major_purchase,0.1392,51.21,32000,4.09,682,2550,286,35.7,2,0,0,0
1,debt_consolidation,0.1253,200.8,69996,17.28,687,4800,33711,81.6,2,0,0,0
1,credit_card,0.1253,60.24,28000,15.21,677,2700,4293,66,2,0,0,0
1,credit_card,0.1114,213.23,68500,3.43,717,7779,9846,59.7,1,0,0,0
1,educational,0.074,86.97,49896,7.96,807,14310,562,1,0,0,0,0
1,all_other,0.0859,105.9,60000,22.54,727,4500,32143,61.7,0,0,0,0
1,debt_consolidation,0.167,319.52,55000,6.83,662,1140,8419,65.8,0,0,0,0
1,all_other,0.1392,819.29,80000,9.67,742,3479.96,254,1.1,6,0,0,0
1,debt_consolidation,0.1426,205.84,69996,18.4,682,3962.96,9442,92.6,2,0,0,0
1,all_other,0.0859,195.99,60000,19.1,742,5429.96,9367,36.7,0,0,0,0
1,all_other,0.1322,202.81,31200,17.96,712,1440,766,51.1,0,0,0,0
1,home_improvement,0.1392,256.03,126000,11.86,677,4619.96,20685,72.9,1,1,0,0
1,debt_consolidation,0.1218,832.5,45996,11.3,747,6930,13873,15.5,4,0,0,0
1,debt_consolidation,0.1253,120.48,48492,24.47,692,2159.96,15888,75.7,0,0,0,1
1,credit_card,0.1357,203.82,82000,19.93,697,6930,52116,95.3,0,0,0,0
1,debt_consolidation,0.1183,397.61,122000,11.02,712,8888.04,38771,38.5,1,0,0,0
1,all_other,0.16,140.63,41200,19.63,667,1470,5277,97.7,1,0,0,0
1,debt_consolidation,0.1218,333,39996,23.01,772,4500,0,5.34,2,0,0,0
1,all_other,0.0894,222.41,35000,10.49,757,2820.96,15269,76.7,0,0,0,0
1,debt_consolidation,0.1461,137.91,50000,10.01,692,2759.96,1412,94.1,0,0,0,0
1,debt_consolidation,0.1322,236.61,80000,0.22,812,11519.96,182,3.6,2,0,0,0
1,debt_consolidation,0.1426,428.83,33000,8.11,692,3959.96,16941,36.5,2,0,0,0
1,credit_card,0.0894,155.69,50000,10.66,757,3301,5076,22.7,0,0,0,0
1,all_other,0.074,124.24,52700,17.24,782,9089.96,2765,9.4,1,0,0,0
1,major_purchase,0.0859,292.4,24996,22.9,757,2101.96,3803,11.7,1,0,0,0
1,small_business,0.1531,478.71,27036,15.53,737,1769.96,48,1.8,0,0,0,0
1,educational,0.1426,377.37,124000,16.3,692,13170,62587,77.4,3,0,0,0
1,home_improvement,0.0774,312.19,81400,12.6,772,5069.96,12212,19,2,0,0,0
1,debt_consolidation,0.1496,623.61,102000,20.45,697,6210,45410,41.2,0,0,0,0
1,small_business,0.1635,537.01,42000,18.57,707,7710,21389,69.9,1,0,0,0
1,debt_consolidation,0.1426,168.1,64000,12.9,687,1140,2628,46.9,1,0,0,0
1,credit_card,0.1287,235.44,22880,19.56,707,3000,12315,94.7,1,0,0,0
1,debt_consolidation,0.1565,195.93,130000,6.94,667,7229.96,9044,93.2,0,0,0,0
1,debt_consolidation,0.1774,720.42,200000,8.89,662,5069.96,24724,46.1,3,2,0,1
1,debt_consolidation,0.1253,811.56,200000,10.84,727,5580,72210,73.7,0,0,0,0
1,all_other,0.0894,63.55,75000,7.18,752,1739.96,0,0,4,0,0,0
1,debt_consolidation,0.1183,331.34,33276,9.56,747,3300,9424,50.4,0,0,0,0
1,all_other,0.1148,395.63,30000,18.2,737,3000,434,3.3,1,1,0,0
1,debt_consolidation,0.1183,795.22,90000,10.21,752,9510,54147,53.5,0,0,0,1
1,home_improvement,0.1496,173.23,77004,16.99,662,8550,9586,41.5,2,4,0,0
1,debt_consolidation,0.1496,173.23,110000,11.92,667,3569.96,21753,90.6,2,1,0,0
1,debt_consolidation,0.1392,348.2,55000,19.75,687,4289.96,7201,92.3,0,0,0,0
1,debt_consolidation,0.1322,40.57,22884,10.54,682,1709.96,4826,57.5,2,0,0,0
1,debt_consolidation,0.1565,174.94,24996,18.39,677,1530,663,51,1,1,0,1
1,debt_consolidation,0.1287,164.81,74000,5.98,707,5729.96,3052,76.3,0,0,0,0
